,FTE,FTE Days Lost,Absence Start Date,Absence End Date,Calendar Days Lost,Total FTE Calendar Days ,First Day Absent
0,0.6,207,21/01/2019,,345,207,Mon
1,0.8,201.6,24/04/2019,05/01/2020,252,205.6,Wed
2,1,183,02/07/2019,17/01/2020,183,200,Tue
3,0.6,155.4,17/04/2019,06/01/2020,259,159,Wed
4,1,137,17/07/2018,30/11/2018,137,137,Tue
5,0.64,136.32,24/11/2017,01/08/2018,213,160.64,Fri
6,0.72,132.48,05/09/2018,07/03/2019,184,132.48,Wed
7,1,130,11/06/2019,18/10/2019,130,130,Tue
8,0.64,125.44,19/06/2019,,196,125.44,Wed
9,0.68,112.88,19/07/2019,31/12/2019,166,112.88,Fri
10,1,111,12/09/2019,,111,111,Thu
11,1,110,13/09/2019,09/01/2020,110,119,Fri
12,1,103,05/03/2018,15/06/2018,103,103,Mon
13,0.5,101.5,15/05/2019,03/12/2019,203,101.5,Wed
14,1,101,23/01/2019,03/05/2019,101,101,Wed
15,0.8,96,08/06/2017,30/04/2018,120,261.6,Thu
16,0.61333,93.83949,01/08/2019,,153,93.83949,Thu
17,0.8,93.6,26/03/2018,20/07/2018,117,93.6,Mon
18,0.5,93,18/04/2017,05/07/2018,186,222,Tue
19,1,93,30/04/2019,31/07/2019,93,93,Tue
20,1,89,04/10/2019,,89,89,Fri
21,0.6,83.4,18/09/2018,03/02/2019,139,83.4,Tue
22,0.66667,80.0004,05/02/2018,04/06/2018,120,80.0004,Mon
23,0.6,78.6,08/01/2018,18/05/2018,131,78.6,Mon
24,0.68,77.52,20/05/2019,10/09/2019,114,77.52,Mon
25,0.6,76.2,13/03/2019,17/07/2019,127,76.2,Wed
26,0.64,76.16,15/07/2019,10/11/2019,119,76.16,Mon
27,0.8,76,10/04/2019,13/07/2019,95,76,Wed
28,0.50667,74.98716,14/11/2018,10/04/2019,148,74.98716,Wed
29,0.8,72.8,05/03/2019,03/06/2019,91,72.8,Tue
30,0.6,72,14/06/2017,30/04/2018,120,192.6,Wed
31,0.8,68.8,07/10/2019,,86,68.8,Mon
32,0.8,67.2,30/08/2018,21/11/2018,84,67.2,Thu
33,0.90667,67.09358,23/11/2017,15/03/2018,74,102.45371,Thu
34,1,65,29/08/2019,01/11/2019,65,65,Thu
35,1,64,15/07/2019,16/09/2019,64,64,Mon
36,1,64,29/10/2019,02/01/2020,64,66,Tue
37,1,63,30/10/2019,,63,63,Wed
38,0.48,62.88,14/02/2019,24/06/2019,131,62.88,Thu
39,0.51947,62.3364,22/03/2019,19/07/2019,120,62.3364,Fri
40,1,62,20/03/2018,20/05/2018,62,62,Tue
41,1,61,09/05/2019,08/07/2019,61,61,Thu
42,0.66667,58.66696,07/06/2019,02/09/2019,88,58.66696,Fri
43,1,57,14/05/2019,09/07/2019,57,57,Tue
44,1,56,14/10/2019,08/12/2019,56,56,Mon
45,0.90667,55.30687,15/11/2018,14/01/2019,61,55.30687,Thu
46,0.48,54.24,25/03/2019,15/07/2019,113,54.24,Mon
47,0.77333,53.35977,02/01/2018,11/03/2018,69,53.35977,Tue
48,1,53,25/02/2019,18/04/2019,53,53,Mon
49,0.85333,52.05313,05/06/2019,04/08/2019,61,52.05313,Wed
50,1,52,24/07/2019,13/09/2019,52,52,Wed
51,0.64,51.84,04/01/2019,25/03/2019,81,51.84,Fri
52,1,51,16/04/2018,05/06/2018,51,51,Mon
53,0.8,50.4,30/05/2018,31/07/2018,63,50.4,Wed
54,1,50,24/08/2018,12/10/2018,50,50,Fri
55,0.6,49.2,29/07/2019,18/10/2019,82,49.2,Mon
56,0.8,48.8,17/10/2017,02/03/2018,61,109.6,Tue
57,1,48,03/06/2018,20/07/2018,48,48,Sun
58,0.72,47.52,16/01/2019,22/03/2019,66,47.52,Wed
59,0.9,46.8,21/08/2019,11/10/2019,52,46.8,Wed
60,0.72,46.8,30/04/2019,03/07/2019,65,46.8,Tue
61,0.8,46.4,08/10/2019,04/12/2019,58,46.4,Tue
62,0.8,46.4,31/07/2019,26/09/2019,58,46.4,Wed
63,0.8,45.6,05/11/2019,,57,45.6,Tue
64,0.8,45.6,17/06/2019,12/08/2019,57,45.6,Mon
65,0.51307,45.15016,05/06/2018,31/08/2018,88,45.15016,Tue
66,1,44,05/11/2019,18/12/2019,44,44,Tue
67,0.66667,43.33355,28/10/2019,11/01/2020,65,50.66692,Mon
68,1,43,17/01/2019,28/02/2019,43,43,Thu
69,1,43,12/06/2018,24/07/2018,43,43,Tue
70,1,43,06/11/2018,18/12/2018,43,43,Tue
71,0.64,42.88,17/04/2019,22/06/2019,67,42.88,Wed
72,0.8,42.4,08/11/2018,30/12/2018,53,42.4,Thu
73,1,42,21/02/2018,03/04/2018,42,42,Wed
74,0.8,41.6,05/11/2018,26/12/2018,52,41.6,Mon
75,0.8,41.6,14/11/2018,04/01/2019,52,41.6,Wed
76,1,41,23/08/2019,02/10/2019,41,41,Fri
77,1,41,22/10/2019,01/12/2019,41,41,Tue
78,0.96,39.36,18/09/2018,28/10/2018,41,39.36,Tue
79,1,39,22/10/2019,29/11/2019,39,39,Tue
80,0.61333,38.63979,24/06/2018,25/08/2018,63,38.63979,Sun
81,0.64,38.4,23/08/2018,21/10/2018,60,38.4,Thu
82,0.61333,38.02646,10/02/2019,12/04/2019,62,38.02646,Sun
83,0.64,37.76,18/03/2019,15/05/2019,59,37.76,Mon
84,0.93333,37.3332,16/07/2018,24/08/2018,40,37.3332,Mon
85,0.6,37.2,08/11/2018,08/01/2019,62,37.2,Thu
86,0.6,37.2,11/10/2019,11/12/2019,62,37.2,Fri
87,0.6,37.2,10/04/2019,10/06/2019,62,37.2,Wed
88,0.6,37.2,23/02/2018,25/04/2018,62,37.2,Fri
89,1,37,29/12/2017,06/02/2018,37,40,Fri
90,1,37,26/10/2017,06/02/2018,37,104,Thu
91,0.48,36.96,27/11/2018,11/02/2019,77,36.96,Tue
92,0.8,36.8,07/10/2019,21/11/2019,46,36.8,Mon
93,0.456,36.024,02/07/2018,18/09/2018,79,36.024,Mon
94,1,36,31/10/2019,05/12/2019,36,36,Thu
95,0.96,35.52,10/09/2019,16/10/2019,37,35.52,Tue
96,0.6,35.4,29/04/2019,26/06/2019,59,35.4,Mon
97,0.8,35.2,09/09/2019,22/10/2019,44,35.2,Mon
98,0.8,35.2,04/07/2019,16/08/2019,44,35.2,Thu
99,1,35,27/11/2019,,35,35,Wed
100,1,35,11/12/2018,14/01/2019,35,35,Tue
101,1,35,17/10/2018,20/11/2018,35,35,Wed
102,1,35,28/08/2018,01/10/2018,35,35,Tue
103,0.6,34.8,11/04/2018,07/06/2018,58,34.8,Wed
104,0.66667,34.66684,11/03/2019,01/05/2019,52,34.66684,Mon
105,0.72,34.56,05/04/2019,22/05/2019,48,34.56,Fri
106,0.8,34.4,01/08/2019,12/09/2019,43,34.4,Thu
107,0.44,33.88,22/07/2019,06/10/2019,77,33.88,Mon
108,0.96,33.6,28/05/2019,01/07/2019,35,33.6,Tue
109,1,33,29/04/2019,31/05/2019,33,33,Mon
110,1,33,04/07/2019,05/08/2019,33,33,Thu
111,1,33,21/10/2019,22/11/2019,33,33,Mon
112,1,33,24/09/2018,26/10/2018,33,33,Mon
113,1,33,17/10/2019,18/11/2019,33,33,Thu
114,1,33,29/12/2017,02/02/2018,33,36,Fri
115,1,33,03/01/2019,04/02/2019,33,33,Thu
116,0.68347,32.80656,15/10/2018,01/12/2018,48,32.80656,Mon
117,0.48,32.64,13/07/2018,18/09/2018,68,32.64,Fri
118,0.51307,32.32341,08/07/2019,08/09/2019,63,32.32341,Mon
119,1,32,07/02/2019,10/03/2019,32,32,Thu
120,1,32,18/11/2019,19/12/2019,32,32,Mon
121,0.6,31.8,11/09/2018,02/11/2018,53,31.8,Tue
122,0.90667,31.73345,17/09/2018,21/10/2018,35,31.73345,Mon
123,0.66667,31.33349,22/07/2019,06/09/2019,47,31.33349,Mon
124,0.7568,31.0288,20/07/2018,29/08/2018,41,31.0288,Fri
125,1,31,03/01/2018,02/02/2018,31,31,Wed
126,0.85333,30.71988,17/04/2018,22/05/2018,36,30.71988,Tue
127,0.4,30.4,02/01/2018,18/03/2018,76,30.4,Tue
128,0.8,30.4,16/07/2018,22/08/2018,38,30.4,Mon
129,1,30,08/02/2019,09/03/2019,30,30,Fri
130,0.6,30,13/09/2018,01/11/2018,50,30,Thu
131,0.66667,29.33348,29/10/2018,11/12/2018,44,29.33348,Mon
132,1,29,10/01/2018,07/02/2018,29,29,Wed
133,1,29,25/06/2018,23/07/2018,29,29,Mon
134,1,29,23/01/2019,20/02/2019,29,29,Wed
135,0.93333,28.93323,08/01/2018,07/02/2018,31,28.93323,Mon
136,0.8,28.8,09/10/2017,05/02/2018,36,96,Mon
137,0.79467,28.60812,04/06/2018,09/07/2018,36,28.60812,Mon
138,0.92,28.52,10/08/2019,09/09/2019,31,28.52,Sat
139,0.85333,28.15989,19/02/2018,23/03/2018,33,28.15989,Mon
140,1,28,24/01/2018,20/02/2018,28,28,Wed
141,0.8,28,26/02/2019,01/04/2019,35,28,Tue
142,1,28,04/12/2019,,28,28,Wed
143,0.8,27.2,28/11/2019,,34,27.2,Thu
144,0.53333,27.19983,11/11/2019,,51,27.19983,Mon
145,0.508,26.416,24/04/2019,14/06/2019,52,26.416,Wed
146,0.8,26.4,13/06/2019,15/07/2019,33,26.4,Thu
147,0.4,26.4,22/05/2019,26/07/2019,66,26.4,Wed
148,1,26,28/02/2019,25/03/2019,26,26,Thu
149,0.6,25.8,21/01/2019,04/03/2019,43,25.8,Mon
150,0.6,25.2,25/06/2019,05/08/2019,42,25.2,Tue
151,0.6,25.2,09/01/2019,19/02/2019,42,25.2,Wed
152,1,25,20/09/2019,14/10/2019,25,25,Fri
153,0.8,24.8,22/11/2017,31/01/2018,31,56.8,Wed
154,0.8,24.8,20/11/2019,20/12/2019,31,24.8,Wed
155,0.42667,24.32019,23/07/2019,17/09/2019,57,24.32019,Tue
156,0.86667,24.26676,08/01/2018,04/02/2018,28,24.26676,Mon
157,1,24,05/12/2018,28/12/2018,24,24,Wed
158,0.6,24,24/09/2019,02/11/2019,40,24,Tue
159,0.8,24,20/08/2019,18/09/2019,30,24,Tue
160,1,24,18/02/2019,13/03/2019,24,24,Mon
161,0.96,24,14/01/2019,07/02/2019,25,24,Mon
162,0.65333,23.51988,29/11/2018,03/01/2019,36,23.51988,Thu
163,0.8,23.2,04/03/2019,01/04/2019,29,23.2,Mon
164,0.72,23.04,28/12/2017,01/02/2018,32,25.92,Thu
165,1,23,02/04/2019,24/04/2019,23,23,Tue
166,0.5,22.5,25/03/2019,08/05/2019,45,22.5,Mon
167,0.53333,22.39986,03/09/2019,14/10/2019,42,22.39986,Tue
168,0.72,22.32,07/09/2017,31/01/2018,31,105.84,Thu
169,0.65333,22.21322,13/02/2019,18/03/2019,34,22.21322,Wed
170,1,22,30/04/2018,21/05/2018,22,22,Mon
171,1,22,08/02/2019,01/03/2019,22,22,Fri
172,1,22,09/04/2019,30/04/2019,22,22,Tue
173,1,22,28/11/2019,,22,34,Thu
174,0.8,21.6,05/12/2018,31/12/2018,27,21.6,Wed
175,0.6,21.6,13/09/2018,18/10/2018,36,21.6,Thu
176,0.4,21.2,08/10/2019,29/11/2019,53,21.2,Tue
177,0.96,21.12,15/10/2019,05/11/2019,22,21.12,Tue
178,1,21,06/04/2018,26/04/2018,21,21,Fri
179,1,21,16/05/2018,05/06/2018,21,21,Wed
180,0.7,21,31/05/2018,29/06/2018,30,21,Thu
181,1,21,05/08/2019,25/08/2019,21,21,Mon
182,1,21,12/08/2019,01/09/2019,21,21,Mon
183,0.8,20.8,08/06/2018,03/07/2018,26,20.8,Fri
184,0.8,20.8,13/08/2018,07/09/2018,26,20.8,Mon
185,0.8,20.8,29/01/2018,23/02/2018,26,20.8,Mon
186,0.8,20.8,11/02/2019,08/03/2019,26,20.8,Mon
187,0.85333,20.47992,08/01/2018,31/01/2018,24,20.47992,Mon
188,0.50667,20.2668,18/02/2019,29/03/2019,40,20.2668,Mon
189,1,20,12/03/2019,31/03/2019,20,20,Tue
190,1,20,24/08/2018,12/09/2018,20,20,Fri
191,1,20,09/05/2019,28/05/2019,20,20,Thu
192,0.90667,19.94674,27/12/2018,17/01/2019,22,19.94674,Thu
193,0.62,19.22,12/09/2017,31/01/2018,31,88.04,Tue
194,0.8,19.2,02/09/2019,25/09/2019,24,19.2,Mon
195,0.6,19.2,22/10/2018,22/11/2018,32,19.2,Mon
196,0.6,19.2,28/12/2018,28/01/2019,32,19.2,Fri
197,0.6,19.2,12/06/2018,13/07/2018,32,19.2,Tue
198,0.6,19.2,10/04/2018,11/05/2018,32,19.2,Tue
199,1,19,14/10/2019,01/11/2019,19,19,Mon
200,0.5,19,06/03/2019,12/04/2019,38,19,Wed
201,1,19,01/05/2019,19/05/2019,19,19,Wed
202,0.4,18.8,28/02/2018,15/04/2018,47,18.8,Wed
203,0.66667,18.66676,26/04/2018,23/05/2018,28,18.66676,Thu
204,0.6,18.6,24/12/2018,23/01/2019,31,18.6,Mon
205,0.8,18.4,07/02/2019,01/03/2019,23,18.4,Thu
206,1,18,29/05/2018,15/06/2018,18,18,Tue
207,1,18,27/12/2018,13/01/2019,18,18,Thu
208,1,18,14/05/2019,31/05/2019,18,18,Tue
209,0.68,17.68,28/06/2019,23/07/2019,26,17.68,Fri
210,0.92,17.48,06/12/2019,24/12/2019,19,17.48,Fri
211,0.6,17.4,02/10/2019,30/10/2019,29,17.4,Wed
212,0.6,17.4,31/12/2018,28/01/2019,29,17.4,Mon
213,0.96,17.28,21/10/2019,07/11/2019,18,17.28,Mon
214,1,17,11/01/2019,27/01/2019,17,17,Fri
215,1,17,16/10/2019,01/11/2019,17,17,Wed
216,1,17,04/04/2018,20/04/2018,17,17,Wed
217,1,17,28/12/2018,13/01/2019,17,17,Fri
218,1,17,11/03/2019,27/03/2019,17,17,Mon
219,0.4,16.8,04/11/2019,,42,23.2,Mon
220,0.6,16.8,04/12/2019,,28,16.8,Wed
221,0.6,16.8,21/03/2018,17/04/2018,28,16.8,Wed
222,0.45333,16.77321,25/11/2019,,37,16.77321,Mon
223,0.76,16.72,12/04/2018,03/05/2018,22,16.72,Thu
224,0.38667,16.62681,29/10/2019,10/12/2019,43,16.62681,Tue
225,0.5,16.5,20/08/2018,21/09/2018,33,16.5,Mon
226,0.86667,16.46673,13/12/2019,,19,16.46673,Fri
227,0.90667,16.32006,25/02/2019,14/03/2019,18,16.32006,Mon
228,0.96,16.32,19/03/2019,04/04/2019,17,16.32,Tue
229,0.49333,16.27989,05/12/2017,02/02/2018,33,29.5998,Tue
230,0.6,16.2,05/12/2019,,27,16.2,Thu
231,0.66667,16.00008,07/11/2018,30/11/2018,24,16.00008,Wed
232,0.66667,16.00008,05/08/2019,28/08/2019,24,16.00008,Mon
233,1,16,06/02/2018,21/02/2018,16,16,Tue
234,0.8,16,19/01/2019,07/02/2019,20,16,Sat
235,1,16,16/12/2019,,16,16,Mon
236,1,16,12/12/2018,27/12/2018,16,16,Wed
237,0.6,15.6,04/11/2019,29/11/2019,26,15.6,Mon
238,0.6,15.6,05/06/2019,30/06/2019,26,15.6,Wed
239,0.42667,15.36012,01/04/2019,06/05/2019,36,15.36012,Mon
240,0.96,15.36,08/04/2019,23/04/2019,16,15.36,Mon
241,0.66667,15.33341,15/10/2019,06/11/2019,23,15.33341,Tue
242,0.54667,15.30676,12/07/2018,08/08/2018,28,15.30676,Thu
243,0.6,15,15/10/2019,08/11/2019,25,15,Tue
244,1,15,16/12/2019,30/12/2019,15,15,Mon
245,0.6,15,25/06/2019,19/07/2019,25,15,Tue
246,1,15,15/10/2019,29/10/2019,15,15,Tue
247,1,15,30/10/2018,13/11/2018,15,15,Tue
248,1,15,26/09/2018,10/10/2018,15,15,Wed
249,1,15,28/02/2019,14/03/2019,15,15,Thu
250,1,15,15/02/2018,01/03/2018,15,15,Thu
251,1,15,24/10/2019,07/11/2019,15,15,Thu
252,1,15,28/06/2019,12/07/2019,15,15,Fri
253,1,15,12/08/2019,26/08/2019,15,15,Mon
254,1,15,28/10/2019,11/11/2019,15,15,Mon
255,1,15,04/02/2019,18/02/2019,15,15,Mon
256,1,15,06/09/2019,20/09/2019,15,15,Fri
257,0.6,15,05/03/2019,29/03/2019,25,15,Tue
258,0.93333,14.93328,19/03/2019,03/04/2019,16,14.93328,Tue
259,0.61333,14.71992,12/04/2019,05/05/2019,24,14.71992,Fri
260,0.85333,14.50661,11/01/2019,27/01/2019,17,14.50661,Fri
261,0.6,14.4,09/01/2019,01/02/2019,24,14.4,Wed
262,0.4,14.4,19/02/2018,26/03/2018,36,14.4,Mon
263,0.72,14.4,13/09/2019,02/10/2019,20,14.4,Fri
264,0.64,14.08,27/07/2017,22/01/2018,22,115.2,Thu
265,0.5,14,04/12/2019,03/01/2020,28,15.5,Wed
266,1,14,18/11/2019,01/12/2019,14,14,Mon
267,1,14,25/07/2018,07/08/2018,14,14,Wed
268,1,14,22/02/2018,07/03/2018,14,14,Thu
269,1,14,04/11/2019,17/11/2019,14,14,Mon
270,1,14,24/07/2019,06/08/2019,14,14,Wed
271,1,14,11/12/2018,24/12/2018,14,14,Tue
272,1,14,11/03/2019,24/03/2019,14,14,Mon
273,1,14,06/12/2018,19/12/2018,14,14,Thu
274,1,14,08/01/2019,21/01/2019,14,14,Tue
275,0.4,14,04/09/2018,08/10/2018,35,14,Tue
276,1,14,11/01/2019,24/01/2019,14,14,Fri
277,1,14,22/12/2018,04/01/2019,14,14,Sat
278,1,14,11/07/2019,24/07/2019,14,14,Thu
279,0.93333,13.99995,11/12/2018,25/12/2018,15,13.99995,Tue
280,0.6,13.8,05/02/2019,27/02/2019,23,13.8,Tue
281,0.6,13.8,06/02/2018,28/02/2018,23,13.8,Tue
282,0.76,13.68,13/12/2018,30/12/2018,18,13.68,Thu
283,0.96,13.44,18/06/2019,01/07/2019,14,13.44,Tue
284,0.6,13.2,31/07/2018,21/08/2018,22,13.2,Tue
285,0.6,13.2,04/07/2019,25/07/2019,22,13.2,Thu
286,1,13,10/05/2018,22/05/2018,13,13,Thu
287,1,13,20/09/2019,02/10/2019,13,13,Fri
288,1,13,14/11/2018,26/11/2018,13,13,Wed
289,1,13,06/06/2019,18/06/2019,13,13,Thu
290,1,13,04/09/2019,16/09/2019,13,13,Wed
291,0.5,13,27/04/2018,22/05/2018,26,13,Fri
292,0.72,12.96,01/08/2018,18/08/2018,18,12.96,Wed
293,0.92,12.88,29/03/2019,11/04/2019,14,12.88,Fri
294,0.61333,12.87993,11/12/2019,02/01/2020,21,14.10659,Wed
295,0.8,12.8,27/02/2018,14/03/2018,16,12.8,Tue
296,0.456,12.768,04/12/2019,,28,12.768,Wed
297,0.66667,12.66673,15/11/2018,03/12/2018,19,12.66673,Thu
298,0.6,12.6,02/04/2018,22/04/2018,21,12.6,Mon
299,0.6,12.6,02/07/2019,22/07/2019,21,12.6,Tue
300,0.6,12.6,12/02/2019,04/03/2019,21,12.6,Tue
301,0.54667,12.57341,10/10/2019,01/11/2019,23,12.57341,Thu
302,0.77333,12.37328,09/07/2018,24/07/2018,16,12.37328,Mon
303,0.72,12.24,17/11/2018,03/12/2018,17,12.24,Sat
304,0.7568,12.1088,22/05/2019,06/06/2019,16,12.1088,Wed
305,0.54667,12.02674,14/11/2019,05/12/2019,22,12.02674,Thu
306,0.6,12,17/01/2019,05/02/2019,20,12,Thu
307,1,12,30/09/2019,11/10/2019,12,12,Mon
308,1,12,03/12/2018,14/12/2018,12,12,Mon
309,0.8,12,09/01/2018,23/01/2018,15,12,Tue
310,1,12,07/05/2018,18/05/2018,12,12,Mon
311,1,12,05/02/2018,16/02/2018,12,12,Mon
312,0.8,12,10/10/2018,24/10/2018,15,12,Wed
313,0.8,12,09/09/2019,23/09/2019,15,12,Mon
314,1,12,09/05/2019,20/05/2019,12,12,Thu
315,1,12,04/03/2019,15/03/2019,12,12,Mon
316,0.6,12,01/08/2019,20/08/2019,20,12,Thu
317,0.8,12,11/01/2018,25/01/2018,15,12,Thu
318,1,12,05/08/2019,16/08/2019,12,12,Mon
319,1,12,28/11/2019,,12,34,Thu
320,0.42667,11.94676,17/04/2018,14/05/2018,28,11.94676,Tue
321,0.85333,11.94662,22/02/2018,07/03/2018,14,11.94662,Thu
322,0.69333,11.78661,06/01/2018,22/01/2018,17,11.78661,Sat
323,0.84,11.76,11/09/2019,24/09/2019,14,11.76,Wed
324,0.53333,11.73326,10/12/2019,06/01/2020,22,14.93324,Tue
325,0.68347,11.61899,04/07/2018,20/07/2018,17,11.61899,Wed
326,0.76667,11.50005,18/11/2019,02/12/2019,15,11.50005,Mon
327,0.76667,11.50005,12/05/2018,26/05/2018,15,11.50005,Sat
328,0.6,11.4,17/08/2019,04/09/2019,19,11.4,Sat
329,0.4,11.2,04/12/2019,,28,11.2,Wed
330,0.8,11.2,16/08/2018,29/08/2018,14,11.2,Thu
331,0.8,11.2,03/07/2019,16/07/2019,14,11.2,Wed
332,0.8,11.2,30/01/2019,12/02/2019,14,11.2,Wed
333,0.8,11.2,22/01/2019,04/02/2019,14,11.2,Tue
334,0.92,11.04,19/09/2018,30/09/2018,12,11.04,Wed
335,0.92,11.04,29/07/2019,09/08/2019,12,11.04,Mon
336,1,11,24/04/2018,04/05/2018,11,11,Tue
337,1,11,03/12/2019,13/12/2019,11,11,Tue
338,0.5,11,18/03/2019,08/04/2019,22,11,Mon
339,1,11,01/10/2019,11/10/2019,11,11,Tue
340,1,11,24/09/2018,04/10/2018,11,11,Mon
341,1,11,11/06/2018,21/06/2018,11,11,Mon
342,0.90667,10.88004,01/12/2017,12/01/2018,12,38.98681,Fri
343,0.4848,10.6656,10/09/2018,01/10/2018,22,10.6656,Mon
344,0.48,10.56,07/08/2019,28/08/2019,22,10.56,Wed
345,0.96,10.56,28/12/2018,07/01/2019,11,10.56,Fri
346,0.37333,10.45324,01/02/2018,28/02/2018,28,10.45324,Thu
347,0.61333,10.42661,10/01/2018,26/01/2018,17,10.42661,Wed
348,0.4,10.4,06/09/2018,01/10/2018,26,10.4,Thu
349,0.8,10.4,29/01/2019,10/02/2019,13,10.4,Tue
350,0.8,10.4,17/05/2019,29/05/2019,13,10.4,Fri
351,0.8,10.4,19/12/2019,02/01/2020,13,12,Thu
352,0.8,10.4,24/10/2018,05/11/2018,13,10.4,Wed
353,0.8,10.4,13/06/2019,25/06/2019,13,10.4,Thu
354,0.93333,10.26663,16/11/2018,26/11/2018,11,10.26663,Fri
355,0.93333,10.26663,13/06/2019,23/06/2019,11,10.26663,Thu
356,0.68,10.2,18/02/2018,04/03/2018,15,10.2,Sun
357,0.6,10.2,03/12/2018,19/12/2018,17,10.2,Mon
358,0.72,10.08,15/08/2019,28/08/2019,14,10.08,Thu
359,0.72,10.08,04/01/2018,17/01/2018,14,10.08,Thu
360,1,10,03/12/2019,12/12/2019,10,10,Tue
361,1,10,16/11/2018,25/11/2018,10,10,Fri
362,1,10,13/11/2019,22/11/2019,10,10,Wed
363,1,10,02/10/2019,11/10/2019,10,10,Wed
364,1,10,21/09/2018,30/09/2018,10,10,Fri
365,1,10,02/12/2019,11/12/2019,10,10,Mon
366,1,10,22/05/2019,31/05/2019,10,10,Wed
367,1,10,04/10/2019,13/10/2019,10,10,Fri
368,1,10,29/08/2018,07/09/2018,10,10,Wed
369,0.90667,9.97337,21/01/2019,31/01/2019,11,9.97337,Mon
370,0.64453,9.66795,17/04/2019,01/05/2019,15,9.66795,Wed
371,0.8,9.6,16/07/2018,27/07/2018,12,9.6,Mon
372,0.8,9.6,05/11/2018,16/11/2018,12,9.6,Mon
373,0.8,9.6,03/01/2018,14/01/2018,12,9.6,Wed
374,0.8,9.6,12/11/2018,23/11/2018,12,9.6,Mon
375,0.6,9.6,22/02/2018,09/03/2018,16,9.6,Thu
376,0.96,9.6,09/10/2018,18/10/2018,10,9.6,Tue
377,0.8,9.6,18/10/2018,29/10/2018,12,9.6,Thu
378,0.8,9.6,08/11/2019,19/11/2019,12,9.6,Fri
379,0.6,9.6,10/09/2018,25/09/2018,16,9.6,Mon
380,0.8,9.6,25/11/2019,06/12/2019,12,9.6,Mon
381,0.8,9.6,14/12/2017,12/01/2018,12,24,Thu
382,0.95333,9.5333,03/12/2019,12/12/2019,10,9.5333,Tue
383,0.68,9.52,01/01/2019,14/01/2019,14,9.52,Tue
384,0.85333,9.38663,20/08/2018,30/08/2018,11,9.38663,Mon
385,0.72,9.36,19/11/2019,01/12/2019,13,9.36,Tue
386,0.92,9.2,28/02/2019,09/03/2019,10,9.2,Thu
387,0.53333,9.06661,18/07/2018,03/08/2018,17,9.06661,Wed
388,0.45333,9.0666,09/10/2019,28/10/2019,20,9.0666,Wed
389,0.6,9,10/04/2019,24/04/2019,15,9,Wed
390,1,9,11/06/2019,19/06/2019,9,9,Tue
391,0.6,9,09/10/2018,23/10/2018,15,9,Tue
392,1,9,21/11/2019,29/11/2019,9,9,Thu
393,1,9,28/01/2019,05/02/2019,9,9,Mon
394,1,9,12/11/2018,20/11/2018,9,9,Mon
395,0.6,9,16/05/2019,30/05/2019,15,9,Thu
396,0.6,9,21/08/2018,04/09/2018,15,9,Tue
397,0.8,8.8,11/12/2017,11/01/2018,11,25.6,Mon
398,0.8,8.8,02/01/2018,12/01/2018,11,8.8,Tue
399,0.4,8.8,14/10/2019,04/11/2019,22,8.8,Mon
400,0.8,8.8,10/05/2019,20/05/2019,11,8.8,Fri
401,0.72,8.64,24/10/2018,04/11/2018,12,8.64,Wed
402,0.72,8.64,21/04/2019,02/05/2019,12,8.64,Sun
403,0.72,8.64,24/05/2019,04/06/2019,12,8.64,Fri
404,0.6,8.4,14/11/2019,27/11/2019,14,8.4,Thu
405,0.6,8.4,11/09/2019,24/09/2019,14,8.4,Wed
406,0.37333,8.21326,06/08/2018,27/08/2018,22,8.21326,Mon
407,1,8,15/01/2018,22/01/2018,8,8,Mon
408,1,8,21/02/2018,28/02/2018,8,8,Wed
409,1,8,20/09/2019,27/09/2019,8,8,Fri
410,0.5,8,16/12/2019,02/01/2020,16,9,Mon
411,1,8,14/11/2019,21/11/2019,8,8,Thu
412,1,8,28/01/2019,04/02/2019,8,8,Mon
413,1,8,09/01/2019,16/01/2019,8,8,Wed
414,1,8,18/02/2019,25/02/2019,8,8,Mon
415,1,8,30/09/2019,07/10/2019,8,8,Mon
416,1,8,08/01/2018,15/01/2018,8,8,Mon
417,1,8,23/12/2019,30/12/2019,8,8,Mon
418,1,8,20/03/2019,27/03/2019,8,8,Wed
419,1,8,11/08/2018,18/08/2018,8,8,Sat
420,0.8,8,04/03/2019,13/03/2019,10,8,Mon
421,1,8,15/02/2019,22/02/2019,8,8,Fri
422,0.8,8,26/07/2019,04/08/2019,10,8,Fri
423,1,8,02/01/2018,09/01/2018,8,8,Tue
424,1,8,19/08/2019,26/08/2019,8,8,Mon
425,0.61333,7.97329,15/11/2018,27/11/2018,13,7.97329,Thu
426,0.72,7.92,05/02/2019,15/02/2019,11,7.92,Tue
427,0.64,7.68,21/01/2019,01/02/2019,12,7.68,Mon
428,0.50667,7.60005,07/01/2019,21/01/2019,15,7.60005,Mon
429,0.76,7.6,25/03/2019,03/04/2019,10,7.6,Mon
430,0.5,7.5,06/12/2019,20/12/2019,15,7.5,Fri
431,0.5,7.5,07/11/2019,21/11/2019,15,7.5,Thu
432,0.5,7.5,16/04/2018,30/04/2018,15,7.5,Mon
433,0.5,7.5,04/09/2018,18/09/2018,15,7.5,Tue
434,0.93333,7.46664,16/03/2018,23/03/2018,8,7.46664,Fri
435,0.62,7.44,05/12/2019,16/12/2019,12,7.44,Thu
436,0.92,7.36,21/08/2018,28/08/2018,8,7.36,Tue
